timestamp,station_id,latitude,longitude,station_name,address,zip,city,is_virtual_station,station_capacity,state_name,network_id,network_name,bike_id,bike_name,ebike_battery_level,bike_type_id,bike_type_name,sponsor_id,sponsor_name
2023-10-01 09:35:00,538,47.367656,8.516257,Kirche Bühl,Goldbrunnenstrasse 54,8055,Zürich,True,19,Active,6,Zürich,2682.0,501392,39.0,2.0,E-Bike,,
2023-10-01 09:35:00,87,47.371083,8.536101,Pelikanplatz,Pelikanplatz 5,8001,Zürich,True,19,Active,6,Zürich,4415.0,503266,38.0,2.0,E-Bike,,
2023-10-01 09:35:00,87,47.371083,8.536101,Pelikanplatz,Pelikanplatz 5,8001,Zürich,True,19,Active,6,Zürich,2625.0,501015,48.0,2.0,E-Bike,,
2023-10-01 09:35:00,87,47.371083,8.536101,Pelikanplatz,Pelikanplatz 5,8001,Zürich,True,19,Active,6,Zürich,4789.0,500692,47.0,2.0,E-Bike,,
2023-10-01 09:35:00,87,47.371083,8.536101,Pelikanplatz,Pelikanplatz 5,8001,Zürich,True,19,Active,6,Zürich,558.0,101400,,1.0,Bike,,
2023-10-01 09:35:00,87,47.371083,8.536101,Pelikanplatz,Pelikanplatz 5,8001,Zürich,True,19,Active,6,Zürich,4845.0,503714,46.0,2.0,E-Bike,,
2023-10-01 09:35:00,87,47.371083,8.536101,Pelikanplatz,Pelikanplatz 5,8001,Zürich,True,19,Active,6,Zürich,3933.0,103282,,1.0,Bike,,
2023-10-01 09:35:00,87,47.371083,8.536101,Pelikanplatz,Pelikanplatz 5,8001,Zürich,True,19,Active,6,Zürich,3304.0,102903,,1.0,Bike,,
2023-10-01 09:35:00,562,47.370238,8.514841,Goldbrunnenplatz,Schrennengasse 37,8003,Zürich,True,19,Active,6,Zürich,1514.0,101569,,1.0,Bike,,
2023-10-01 09:35:00,562,47.370238,8.514841,Goldbrunnenplatz,Schrennengasse 37,8003,Zürich,True,19,Active,6,Zürich,2926.0,102208,,1.0,Bike,,
2023-10-01 09:35:00,259,46.9539295,7.4267524,Waldheim,Freiestrasse 43,3012,Bern,True,10,Active,5,Bern,2498.0,502591,20.0,2.0,E-Bike,,
2023-10-01 09:35:00,827,47.405478,8.481071,Frankental,Frankentalerstrasse 10,8049,Zürich,True,32,Active,6,Zürich,1156.0,500475,40.0,2.0,E-Bike,,
2023-10-01 09:35:00,827,47.405478,8.481071,Frankental,Frankentalerstrasse 10,8049,Zürich,True,32,Active,6,Zürich,708.0,500408,39.0,2.0,E-Bike,,
2023-10-01 09:35:00,594,46.9644796,7.466948,Wankdorf Sporthalle,Papiermühlestrasse 91,3014,Bern,True,26,Active,5,Bern,6024.0,503887,50.0,2.0,E-Bike,,
2023-10-01 09:35:00,594,46.9644796,7.466948,Wankdorf Sporthalle,Papiermühlestrasse 91,3014,Bern,True,26,Active,5,Bern,4101.0,500893,11.0,2.0,E-Bike,,
2023-10-01 09:35:00,594,46.9644796,7.466948,Wankdorf Sporthalle,Papiermühlestrasse 91,3014,Bern,True,26,Active,5,Bern,2560.0,102415,,1.0,Bike,,
2023-10-01 09:35:00,676,46.9461220614124,7.475815366515189,Schöngrün-Vermont,Weltistrasse 40,3006,Bern,True,80,Active,5,Bern,2579.0,501594,84.0,2.0,E-Bike,,
2023-10-01 09:35:00,676,46.9461220614124,7.475815366515189,Schöngrün-Vermont,Weltistrasse 40,3006,Bern,True,80,Active,5,Bern,2588.0,501593,50.0,2.0,E-Bike,,
