timestamp,station_id,latitude,longitude,station_name,address,zip,city,is_virtual_station,station_capacity,state_name,network_id,network_name,bike_id,bike_name,ebike_battery_level,bike_type_id,bike_type_name,sponsor_id,sponsor_name
2023-09-20 23:17:00,91,47.3917837,8.5181701,Puls 5,Hardturmstrasse 11,8005,Zürich,True,26,Active,6,Zürich,3115.0,102847,,1.0,Bike,,
2023-09-20 23:17:00,91,47.3917837,8.5181701,Puls 5,Hardturmstrasse 11,8005,Zürich,True,26,Active,6,Zürich,2870.0,102273,,1.0,Bike,,
2023-09-20 23:17:00,707,45.86839596516475,8.97806954826163,Mendrisio Stazione FFS,Via Stefano Franscini,6850,Mendrisio,True,18,Active (empty),3,Sottoceneri (TI),,,,,,,
2023-09-20 23:17:00,95,47.377148,8.523818,Bäckeranlage,Stauffacherstrasse 127,8004,Zürich,True,40,Active,6,Zürich,3689.0,103076,,1.0,Bike,,
2023-09-20 23:17:00,95,47.377148,8.523818,Bäckeranlage,Stauffacherstrasse 127,8004,Zürich,True,40,Active,6,Zürich,2907.0,102231,,1.0,Bike,,
2023-09-20 23:17:00,95,47.377148,8.523818,Bäckeranlage,Stauffacherstrasse 127,8004,Zürich,True,40,Active,6,Zürich,3775.0,103145,,1.0,Bike,,
2023-09-20 23:17:00,95,47.377148,8.523818,Bäckeranlage,Stauffacherstrasse 127,8004,Zürich,True,40,Active,6,Zürich,871.0,500064,24.0,2.0,E-Bike,,
2023-09-20 23:17:00,95,47.377148,8.523818,Bäckeranlage,Stauffacherstrasse 127,8004,Zürich,True,40,Active,6,Zürich,2881.0,102636,,1.0,Bike,,
2023-09-20 23:17:00,562,47.370238,8.514841,Goldbrunnenplatz,Schrennengasse 37,8003,Zürich,True,19,Active,6,Zürich,2886.0,501149,67.0,2.0,E-Bike,,
2023-09-20 23:17:00,562,47.370238,8.514841,Goldbrunnenplatz,Schrennengasse 37,8003,Zürich,True,19,Active,6,Zürich,4654.0,503464,92.0,2.0,E-Bike,,
2023-09-20 23:17:00,562,47.370238,8.514841,Goldbrunnenplatz,Schrennengasse 37,8003,Zürich,True,19,Active,6,Zürich,641.0,101390,,1.0,Bike,,
2023-09-20 23:17:00,562,47.370238,8.514841,Goldbrunnenplatz,Schrennengasse 37,8003,Zürich,True,19,Active,6,Zürich,4701.0,500711,69.0,2.0,E-Bike,,
